origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-03-15,4,HU,median,,379.38141419187593
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.01,6.869255364481081
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.01,4.480790681070688
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.01,2.8413825086787368
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.01,1.7778673060125245
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.025,7.0325692749334
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.025,4.654294710254256
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.025,3.0276479442392485
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.025,1.9416504075393644
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.05,7.242154307580983
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.05,4.835774727995071
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.05,3.1491811956321447
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.05,2.037346339742333
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.1,7.544530334467663
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.1,5.093670380286417
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.1,3.3647548388104274
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.1,2.186370228654283
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.15,7.8644761885772425
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.15,5.344715090631752
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.15,3.5596555275186987
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.15,2.319654780791754
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.2,8.038174929726333
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.2,5.495223577875979
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.2,3.6786986829012696
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.2,2.4257745801870434
2026-02-25,ILI incidence,2026-02-22,1,IE,quantile,0.25,8.21087657099665
2026-02-25,ILI incidence,2026-03-01,2,IE,quantile,0.25,5.639783655049314
2026-02-25,ILI incidence,2026-03-08,3,IE,quantile,0.25,3.8118369849936737
2026-02-25,ILI incidence,2026-03-15,4,IE,quantile,0.25,2.5398042674160264
